submission_id,feedback,program_name,assignment_name,created_at
9357,"Teaser: 
9/6/2023 SEMCOG Transportation Safety Action Committee meeting: ClearGuide Safety Tool offers geographical data by percent of speeding vehicles, percentile speed and speed limit in 15-minute periods.

Blurb: SEMCOG Safety Action Committee presented on regional traffic crash rates. From 2013 to 2022, rates increased 10.3 crashes per 100M vehicle miles traveled (VMT); fatalities increased 0.06 per 100M VMT; serious injuries decreased 0.28 per 100M VMT. From 2021-2022 in Detroit, the traffic crash rate decreased 5.9 per 100M VMT, while Wayne excluding Detroit increased 6.7 per 100M VMT. The presentation did not include analysis. SEMCOG is updating their online public crash map.  

Relatedly, the Committee invites individuals to request access to ClearGuide Safety Tool. This tool offers time and geographical data by percent of speeding vehicles, percentile speed, and speed limit. SEMCOG has not yet spoken with law enforcement, but Alex Bourgeau, Manager, Modeling & Mobility, said communities’ use of ClearGuide could include police departments. His own query to see if his perception matched reality (it did not) showed value. In general talk later on, an attendee questioned if SEMCOG were looking into light/crosswalk dynamic sensors/signals to ensure sufficient time for someone older or using a wheelchair.",Detroit,SEMCOG Transportation Safety Action Committee,2023-09-06 19:27:29.157231+00
9347,Missed this meeting..l looking to remove it from my assigned meetings list… so sorry for botching this meeting way back in January,Minneapolis,Zoning Board of Adjustment,2023-09-05 17:12:58.771984+00
9339,"In some of my tweets, I would say ""a commissioner"" instead of a name. I was unable to identify the commissioners because their name tags were blurry on the screen and they often did not identify themselves before speaking. Since the meeting was moving so fast, I didn't have the time to reference the website with their names and photos. 

As for attendance, the number was not listed on the webinar. I could only identify 6 people in person while watching the webinar.",Chicago,[remote or in person] Regular Meeting,2023-09-01 00:59:15.065083+00
9337,There were some technical difficulties.  I guess it was from my end but it eventually cleared up.,Cleveland,MHRAC Community Engagement Committee,2023-08-31 20:15:16.506217+00
9332,"While I am getting better at identifying speakers, and Agarwal does a good job of identifying people by name, they are not always visible on camera. It is difficult to confirm speakers at all times. 

I spent 5hrs on this overall, although the meeting was only 2hrs and 45 min. Due to the length, I had to go back several times to rewatch and recap the meeting.",Dallas,Park and Recreation Board,2023-08-31 14:01:14.665601+00
9328,"The agenda the 19th police district council posted online ahead of the event was sparse/vague, but they had a more detailed agenda at the start of the meeting. Besides that, 
the police district council meetings are super interesting, especially since they're new. I hope Documenters are sent to cover all the other police district council meetings every month!",Chicago,[in person] 19th Police District Council – Uptown/North Center/Roscoe Village/Lakeview,2023-08-31 02:16:59.483357+00
9327,"This location didn't have wifi or consistent cell service (for me, with AT&T). Not sure what one can do about that, but worth noting.",Chicago,[in person] 9th District – Deering (Chinatown/Bridgeport/Brighton Park/Back of the Yards),2023-08-31 01:44:17.659714+00
9323,"I arrived at the meeting at 10:10, as the parking garage presentation began.",Dallas,Fair Park Zoning Change Meeting,2023-08-30 21:21:12.077524+00
9319,The Zoom via YouTube stream quality was very poor and audio was garbled through large segments of the meeting. Possibly due to recent tornado/storm damage from the weekend.,Cleveland,Board Meeting,2023-08-30 17:47:12.350799+00
9317,"Not feedback, just a clarification on one of the questions above on visibility. Most speakers were visible on screen, except case manager Alexis Enlow, who only spoke at the beginning of each hearing to request landlords and tenants to state and spell their names for the record. All other speakers were visible.",Philadelphia,Fair Housing Commission Public Hearing,2023-08-30 16:16:56.293695+00
9314,"Some of the members officially in the meeting were visible, others were not, some used their full names, others abbreviated their last name.

The first hearing of two hearings was withdrawn and the meeting ID was invalidated, but the hearing was still on the public schedule. I was able to reach a staff member using the department's central email to learn what had happened.",Philadelphia,Fair Housing Commission Public Hearing,2023-08-29 16:10:33.89004+00
9313,"This was the 2nd of 2 hearings, with the tenant appearing, but not the landlord, and was rescheduled.",Philadelphia,Fair Housing Commission Public Hearing,2023-08-29 14:41:19.418345+00
9310,"Speakers were not always visible on screen, as some participants called in without a camera, or were seated facing away from the camera at the in-person meeting.",Cleveland,Board of Zoning Appeals,2023-08-29 00:43:44.411314+00
9307,Check for DHC not mistake DNC.  Speakers were difficult to identify.  Two were absent.,Detroit,DHC Board of Commissioners,2023-08-28 04:27:52.526105+00
9299,"The meeting agenda was only available on Facebook, which was a barrier that I was not anticipating. I had to search for a while to find it, but in the future it would be helpful for other documenters to know where it is available.",Detroit,Board of Police Commissioners,2023-08-25 18:25:01.95936+00
9297,Zoom link not working. Assignment canceled.,Detroit,District 5 Community Advisory Council Town Hall,2023-08-25 12:24:24.426177+00
9289,"The L&I in Philadelphia did not make the meeting openly accessible, and a representative told one of the Documenters over the phone that the meeting was not openly accessible. They claimed that we needed to be ""fifteen minutes early"" to be let inside, but the link was a dead-end before, during, and after the meeting. Philly Documenters is going to keep an eye on this group from now on.",Philadelphia,eCLIPSE Q&A session,2023-08-24 18:17:00.447907+00
9288,"The eCLIPSE Q&A Session on Zoom didn't take place. I've been unable to contact the Department of Licenses & Inspections directly. The phone number, (215) 686-8686, sends you to 311 where Option 3 is chosen and you get a general representative rather than being routed to L&I. The representative was unable to give me any information other than the meeting was supposed to take place. I'll seek information on the possible rescheduling of this meeting.",Philadelphia,eCLIPSE Q&A session,2023-08-24 16:08:27.482965+00
9286,"1. The agenda which was available for meeting did not list the items in section 5 about correspondence. After the meeting i see they updated the agenda. 
2. There were loud protesters audible inside the chambers of the Board, such that they turned their volume up to override the protesters with consideration to possibly reschedule the meeting.  Could not hear what they were protesting.",Minneapolis,Hennepin County Board and Regional Railroad Authority,2023-08-24 10:26:14.910753+00
